Ticker,Date,ROE,NetIncome
NVDA,2010-01-01,6.08,
NVDA,2011-01-01,12.785,
NVDA,2012-01-01,12.620000000000001,
NVDA,2013-01-01,11.7275,
NVDA,2014-01-01,11.8825,
NVDA,2015-01-01,13.712499999999999,
NVDA,2016-01-01,19.29,
NVDA,2017-01-01,38.0125,
NVDA,2018-01-01,53.7175,
NVDA,2019-01-01,33.5375,
NVDA,2020-01-01,27.252499999999998,
NVDA,2021-01-01,35.51,
NVDA,2022-01-01,34.2225,
NVDA,2023-01-01,38.287499999999994,
NVDA,2024-01-01,109.1225,
NVDA,2025-01-01,111.18,
MSFT,2010-01-01,42.925,
MSFT,2011-01-01,43.19,
MSFT,2012-01-01,27.385,
MSFT,2013-01-01,27.515,
MSFT,2014-01-01,24.9675,
MSFT,2015-01-01,16.295,
MSFT,2016-01-01,25.345,
MSFT,2017-01-01,29.845,
MSFT,2018-01-01,25.36,
MSFT,2019-01-01,41.39,
MSFT,2020-01-01,41.28,
MSFT,2021-01-01,46.865,
MSFT,2022-01-01,43.44,
MSFT,2023-01-01,38.345,
MSFT,2024-01-01,35.3525,
MSFT,2025-01-01,32.59,
AAPL,2010-01-01,33.7525,
AAPL,2011-01-01,40.54,
AAPL,2012-01-01,40.9,
AAPL,2013-01-01,30.03,
AAPL,2014-01-01,32.92,
AAPL,2015-01-01,41.6575,
AAPL,2016-01-01,37.165,
AAPL,2017-01-01,36.0375,
AAPL,2018-01-01,45.7675,
AAPL,2019-01-01,54.355000000000004,
AAPL,2020-01-01,75.2225,
AAPL,2021-01-01,134.185,
AAPL,2022-01-01,157.55,
AAPL,2023-01-01,161.865,
AAPL,2024-01-01,144.675,
AAPL,2025-01-01,151.31,
AMZN,2010-01-01,20.645,
AMZN,2011-01-01,12.625,
AMZN,2012-01-01,3.075,
AMZN,2013-01-01,0.56,
AMZN,2014-01-01,0.1499999999999999,
AMZN,2015-01-01,0.56,
AMZN,2016-01-01,12.445,
AMZN,2017-01-01,11.06,
AMZN,2018-01-01,22.392500000000002,
AMZN,2019-01-01,24.6925,
AMZN,2020-01-01,22.465,
AMZN,2021-01-01,28.155,
AMZN,2022-01-01,8.03,
AMZN,2023-01-01,10.2875,
AMZN,2024-01-01,21.5825,
AMZN,2025-01-01,24.26,
GOOGL,2010-01-01,20.1025,
GOOGL,2011-01-01,18.697499999999998,
GOOGL,2012-01-01,17.6325,
GOOGL,2013-01-01,15.899999999999999,
GOOGL,2014-01-01,14.42,
GOOGL,2015-01-01,13.845,
GOOGL,2016-01-01,14.6675,
GOOGL,2017-01-01,12.870000000000001,
GOOGL,2018-01-01,12.7625,
GOOGL,2019-01-01,17.6525,
GOOGL,2020-01-01,17.3475,
GOOGL,2021-01-01,28.2975,
GOOGL,2022-01-01,27.195,
GOOGL,2023-01-01,24.697499999999998,
GOOGL,2024-01-01,31.035,
GOOGL,2025-01-01,34.43,
META,2010-01-01,112.12,
META,2011-01-01,109.405,
META,2012-01-01,8.13,
META,2013-01-01,6.17,
META,2014-01-01,14.0425,
META,2015-01-01,8.575,
META,2016-01-01,15.372499999999999,
META,2017-01-01,22.2,
META,2018-01-01,25.595,
META,2019-01-01,21.03,
META,2020-01-01,23.24,
META,2021-01-01,29.39,
META,2022-01-01,24.255,
META,2023-01-01,21.4025,
META,2024-01-01,34.8775,
META,2025-01-01,39.01,
AVGO,2010-01-01,15.285,
AVGO,2011-01-01,33.1575,
AVGO,2012-01-01,27.0075,
AVGO,2013-01-01,21.8925,
AVGO,2014-01-01,14.735,
AVGO,2015-01-01,23.6125,
AVGO,2016-01-01,3.63,
AVGO,2017-01-01,0.08000000000000007,
AVGO,2018-01-01,39.215,
AVGO,2019-01-01,15.565,
AVGO,2020-01-01,10.275,
AVGO,2021-01-01,21.2725,
AVGO,2022-01-01,40.8525,
AVGO,2023-01-01,60.4,
AVGO,2024-01-01,18.295,
AVGO,2025-01-01,16.85,
TSLA,2010-01-01,-144.80999999999997,
TSLA,2011-01-01,-128.215,
TSLA,2012-01-01,-296.53,
TSLA,2013-01-01,-128.53750000000002,
TSLA,2014-01-01,-23.95,
TSLA,2015-01-01,-66.675,
TSLA,2016-01-01,-61.7675,
TSLA,2017-01-01,-22.695,
TSLA,2018-01-01,-36.6625,
TSLA,2019-01-01,-14.135,
TSLA,2020-01-01,2.945,
TSLA,2021-01-01,12.442499999999999,
TSLA,2022-01-01,30.0075,
TSLA,2023-01-01,25.6425,
TSLA,2024-01-01,18.4075,
TSLA,2025-01-01,8.21,
TSM,2010-01-01,28.080000000000002,
TSM,2011-01-01,26.055,
TSM,2012-01-01,23.1925,
TSM,2013-01-01,24.555,
TSM,2014-01-01,24.509999999999998,
TSM,2015-01-01,27.509999999999998,
TSM,2016-01-01,24.58,
TSM,2017-01-01,25.0825,
TSM,2018-01-01,23.48,
TSM,2019-01-01,20.732499999999998,
TSM,2020-01-01,28.7275,
TSM,2021-01-01,29.9,
TSM,2022-01-01,34.295,
TSM,2023-01-01,29.3525,
TSM,2024-01-01,27.255000000000003,
TSM,2025-01-01,31.275,
BRK.B,2010-01-01,8.64,
BRK.B,2011-01-01,6.922499999999999,
BRK.B,2012-01-01,7.2875,
BRK.B,2013-01-01,9.0875,
BRK.B,2014-01-01,8.87,
BRK.B,2015-01-01,8.645,
BRK.B,2016-01-01,9.27,
BRK.B,2017-01-01,9.010000000000002,
BRK.B,2018-01-01,11.030000000000001,
BRK.B,2019-01-01,10.665,
BRK.B,2020-01-01,6.8175,
BRK.B,2021-01-01,21.1525,
BRK.B,2022-01-01,3.5874999999999995,
BRK.B,2023-01-01,12.8425,
BRK.B,2024-01-01,14.355,
BRK.B,2025-01-01,11.17,
WMT,2010-01-01,21.2875,
WMT,2011-01-01,23.8,
WMT,2012-01-01,21.8675,
WMT,2013-01-01,21.945,
WMT,2014-01-01,19.95,
WMT,2015-01-01,19.009999999999998,
WMT,2016-01-01,17.9625,
WMT,2017-01-01,16.255000000000003,
WMT,2018-01-01,9.275,
WMT,2019-01-01,13.65,
WMT,2020-01-01,21.365000000000002,
WMT,2021-01-01,12.875,
WMT,2022-01-01,14.0475,
WMT,2023-01-01,16.0775,
WMT,2024-01-01,19.78,
WMT,2025-01-01,20.595,
JPM,2010-01-01,8.0325,
JPM,2011-01-01,10.1475,
JPM,2012-01-01,9.412500000000001,
JPM,2013-01-01,9.49,
JPM,2014-01-01,8.04,
JPM,2015-01-01,9.0825,
JPM,2016-01-01,8.9125,
JPM,2017-01-01,9.375,
JPM,2018-01-01,10.65,
JPM,2019-01-01,12.6375,
JPM,2020-01-01,9.719999999999999,
JPM,2021-01-01,15.954999999999998,
JPM,2022-01-01,12.8875,
JPM,2023-01-01,15.114999999999998,
JPM,2024-01-01,15.7075,
JPM,2025-01-01,16.310000000000002,
ORCL,2010-01-01,21.17,
ORCL,2011-01-01,23.294999999999998,
ORCL,2012-01-01,23.5975,
ORCL,2013-01-01,24.775,
ORCL,2014-01-01,23.997500000000002,
ORCL,2015-01-01,20.5,
ORCL,2016-01-01,18.802500000000002,
ORCL,2017-01-01,18.445,
ORCL,2018-01-01,7.699999999999999,
ORCL,2019-01-01,41.7775,
ORCL,2020-01-01,72.3875,
ORCL,2021-01-01,345.46250000000003,
ORCL,2022-01-01,-142.9475,
ORCL,2023-01-01,-716.755,
ORCL,2024-01-01,181.115,
ORCL,2025-01-01,85.805,
V,2010-01-01,11.91,
V,2011-01-01,13.7425,
V,2012-01-01,9.285,
V,2013-01-01,16.5175,
V,2014-01-01,20.2175,
V,2015-01-01,21.5425,
V,2016-01-01,20.105,
V,2017-01-01,19.685,
V,2018-01-01,29.814999999999998,
V,2019-01-01,34.5,
V,2020-01-01,32.457499999999996,
V,2021-01-01,31.4925,
V,2022-01-01,40.365,
V,2023-01-01,44.5925,
V,2024-01-01,48.765,
V,2025-01-01,51.955,
LLY,2010-01-01,44.625,
LLY,2011-01-01,34.89,
LLY,2012-01-01,28.2725,
LLY,2013-01-01,30.71,
LLY,2014-01-01,17.655,
LLY,2015-01-01,14.5725,
LLY,2016-01-01,16.725,
LLY,2017-01-01,11.469999999999999,
LLY,2018-01-01,8.927499999999998,
LLY,2019-01-01,153.65,
LLY,2020-01-01,157.1475,
LLY,2021-01-01,91.9025,
LLY,2022-01-01,66.705,
LLY,2023-01-01,51.84,
LLY,2024-01-01,63.755,
LLY,2025-01-01,76.49,
MA,2010-01-01,43.81,
MA,2011-01-01,39.1375,
MA,2012-01-01,36.1275,
MA,2013-01-01,43.0775,
MA,2014-01-01,49.505,
MA,2015-01-01,58.365,
MA,2016-01-01,65.8225,
MA,2017-01-01,72.6925,
MA,2018-01-01,88.505,
MA,2019-01-01,132.0075,
MA,2020-01-01,124.13250000000001,
MA,2021-01-01,117.2125,
MA,2022-01-01,143.48250000000002,
MA,2023-01-01,175.01999999999998,
MA,2024-01-01,175.9075,
MA,2025-01-01,188.53,
NFLX,2010-01-01,72.25750000000001,
NFLX,2011-01-01,71.83,
NFLX,2012-01-01,14.2325,
NFLX,2013-01-01,6.6375,
NFLX,2014-01-01,14.532499999999999,
NFLX,2015-01-01,9.3875,
NFLX,2016-01-01,6.6075,
NFLX,2017-01-01,14.36,
NFLX,2018-01-01,25.0375,
NFLX,2019-01-01,24.435,
NFLX,2020-01-01,30.9625,
NFLX,2021-01-01,36.0825,
NFLX,2022-01-01,28.185,
NFLX,2023-01-01,21.4075,
NFLX,2024-01-01,34.1825,
NFLX,2025-01-01,41.055,
XOM,2010-01-01,20.16,
XOM,2011-01-01,24.677500000000002,
XOM,2012-01-01,26.3275,
XOM,2013-01-01,21.3575,
XOM,2014-01-01,18.26,
XOM,2015-01-01,12.2075,
XOM,2016-01-01,5.6850000000000005,
XOM,2017-01-01,7.425,
XOM,2018-01-01,11.0125,
XOM,2019-01-01,8.2525,
XOM,2020-01-01,-0.2775000000000003,
XOM,2021-01-01,-2.16,
XOM,2022-01-01,23.7675,
XOM,2023-01-01,23.552500000000002,
XOM,2024-01-01,14.3575,
XOM,2025-01-01,11.780000000000001,
COST,2010-01-01,11.834999999999999,
COST,2011-01-01,11.995000000000001,
COST,2012-01-01,12.969999999999999,
COST,2013-01-01,17.6775,
COST,2014-01-01,17.35,
COST,2015-01-01,20.535,
COST,2016-01-01,20.6025,
COST,2017-01-01,22.13,
COST,2018-01-01,25.825,
COST,2019-01-01,25.4125,
COST,2020-01-01,23.685000000000002,
COST,2021-01-01,28.3825,
COST,2022-01-01,29.1425,
COST,2023-01-01,27.314999999999998,
COST,2024-01-01,31.11,
COST,2025-01-01,31.54,
PLTR,2020-01-01,-305.98,
PLTR,2021-01-01,-73.3425,
PLTR,2022-01-01,-21.155,
PLTR,2023-01-01,-0.029999999999999805,
PLTR,2024-01-01,10.477500000000001,
PLTR,2025-01-01,13.100000000000001,
HD,2010-01-01,15.02,
HD,2011-01-01,18.759999999999998,
HD,2012-01-01,23.1125,
HD,2013-01-01,29.0175,
HD,2014-01-01,43.815,
HD,2015-01-01,69.00999999999999,
HD,2016-01-01,105.5325,
HD,2017-01-01,182.17000000000002,
HD,2018-01-01,463.84000000000003,
HD,2019-01-01,-1735.9025,
HD,2020-01-01,-647.59,
HD,2021-01-01,1994.5475000000001,
HD,2022-01-01,-6673.1275000000005,
HD,2023-01-01,2407.6375000000003,
HD,2024-01-01,908.5250000000001,
HD,2025-01-01,276.69,
PG,2010-01-01,18.63,
PG,2011-01-01,16.81,
PG,2012-01-01,16.305,
PG,2013-01-01,16.97,
PG,2014-01-01,15.112499999999999,
PG,2015-01-01,12.3025,
PG,2016-01-01,18.66,
PG,2017-01-01,24.735,
PG,2018-01-01,18.265,
PG,2019-01-01,11.0225,
PG,2020-01-01,23.7375,
PG,2021-01-01,29.71,
PG,2022-01-01,31.2175,
PG,2023-01-01,31.3825,
PG,2024-01-01,29.405,
PG,2025-01-01,29.765,
ABBV,2011-01-01,115.09,
ABBV,2012-01-01,46.285,
ABBV,2013-01-01,98.2525,
ABBV,2014-01-01,78.915,
ABBV,2015-01-01,83.37,
ABBV,2016-01-01,116.0575,
ABBV,2017-01-01,112.0025,
ABBV,2018-01-01,354.345,
ABBV,2019-01-01,-72.4675,
ABBV,2020-01-01,-38.6,
ABBV,2021-01-01,56.325,
ABBV,2022-01-01,82.385,
ABBV,2023-01-01,48.295,
ABBV,2024-01-01,61.4375,
ABBV,2025-01-01,116.10499999999999,
SAP,2010-01-01,24.942500000000003,
SAP,2011-01-01,24.435,
SAP,2012-01-01,25.2325,
SAP,2013-01-01,21.7675,
SAP,2014-01-01,20.3575,
SAP,2015-01-01,15.375,
SAP,2016-01-01,14.870000000000001,
SAP,2017-01-01,14.4375,
SAP,2018-01-01,16.6675,
SAP,2019-01-01,11.4625,
SAP,2020-01-01,15.785,
SAP,2021-01-01,16.6775,
SAP,2022-01-01,8.795,
SAP,2023-01-01,10.9475,
SAP,2024-01-01,7.4525,
SAP,2025-01-01,13.985,
BAC,2010-01-01,-1.595,
BAC,2011-01-01,-2.6550000000000002,
BAC,2012-01-01,1.6474999999999997,
BAC,2013-01-01,2.7600000000000002,
BAC,2014-01-01,2.5725,
BAC,2015-01-01,4.7925,
BAC,2016-01-01,5.7125,
BAC,2017-01-01,6.6575,
BAC,2018-01-01,8.1375,
BAC,2019-01-01,10.035,
BAC,2020-01-01,7.12,
BAC,2021-01-01,9.73,
BAC,2022-01-01,10.0075,
BAC,2023-01-01,9.785,
BAC,2024-01-01,8.0075,
BAC,2025-01-01,8.940000000000001,
CVX,2010-01-01,17.0,
CVX,2011-01-01,21.86,
CVX,2012-01-01,20.5125,
CVX,2013-01-01,16.9075,
CVX,2014-01-01,13.1325,
CVX,2015-01-01,6.835,
CVX,2016-01-01,-0.24500000000000002,
CVX,2017-01-01,4.135,
CVX,2018-01-01,8.455,
CVX,2019-01-01,7.1850000000000005,
CVX,2020-01-01,-3.9425,
CVX,2021-01-01,3.9375,
CVX,2022-01-01,20.0875,
CVX,2023-01-01,17.59,
CVX,2024-01-01,11.405,
CVX,2025-01-01,10.09,
KO,2010-01-01,32.49,
KO,2011-01-01,36.0225,
KO,2012-01-01,26.669999999999998,
KO,2013-01-01,26.2875,
KO,2014-01-01,24.1,
KO,2015-01-01,24.41,
KO,2016-01-01,27.575,
KO,2017-01-01,17.1225,
KO,2018-01-01,15.975000000000001,
KO,2019-01-01,37.98,
KO,2020-01-01,43.5725,
KO,2021-01-01,37.644999999999996,
KO,2022-01-01,39.0025,
KO,2023-01-01,39.449999999999996,
KO,2024-01-01,38.4075,
KO,2025-01-01,41.33,
GE,2010-01-01,8.395,
GE,2011-01-01,10.6525,
GE,2012-01-01,10.5,
GE,2013-01-01,10.71,
GE,2014-01-01,9.84,
GE,2015-01-01,-4.285,
GE,2016-01-01,9.6175,
GE,2017-01-01,2.18,
GE,2018-01-01,-28.68,
GE,2019-01-01,-22.8425,
GE,2020-01-01,0.42500000000000004,
GE,2021-01-01,-9.29,
GE,2022-01-01,-9.895,
GE,2023-01-01,28.3575,
GE,2024-01-01,20.8575,
GE,2025-01-01,38.2,
AMD,2010-01-01,376.155,
AMD,2011-01-01,60.575,
AMD,2012-01-01,-72.2975,
AMD,2013-01-01,-102.7775,
AMD,2014-01-01,-14.452499999999997,
AMD,2015-01-01,249.62,
AMD,2016-01-01,553.84,
AMD,2017-01-01,-91.1525,
AMD,2018-01-01,29.3275,
AMD,2019-01-01,15.3725,
AMD,2020-01-01,32.5275,
AMD,2021-01-01,55.7675,
AMD,2022-01-01,8.825,
AMD,2023-01-01,0.65,
AMD,2024-01-01,2.64,
AMD,2025-01-01,4.385,
CSCO,2010-01-01,17.18,
CSCO,2011-01-01,15.0925,
CSCO,2012-01-01,15.555,
CSCO,2013-01-01,17.615000000000002,
CSCO,2014-01-01,13.83,
CSCO,2015-01-01,15.5975,
CSCO,2016-01-01,17.13,
CSCO,2017-01-01,15.2075,
CSCO,2018-01-01,-0.39749999999999996,
CSCO,2019-01-01,30.452499999999997,
CSCO,2020-01-01,30.535,
CSCO,2021-01-01,26.9375,
CSCO,2022-01-01,29.02,
CSCO,2023-01-01,29.3075,
CSCO,2024-01-01,25.01,
CSCO,2025-01-01,20.845,
ASML,2010-01-01,25.0125,
ASML,2011-01-01,46.7875,
ASML,2012-01-01,28.71,
ASML,2013-01-01,16.805,
ASML,2014-01-01,16.8225,
ASML,2015-01-01,16.8425,
ASML,2016-01-01,15.025,
ASML,2017-01-01,19.5325,
ASML,2018-01-01,22.0775,
ASML,2019-01-01,20.322499999999998,
ASML,2020-01-01,24.5175,
ASML,2021-01-01,40.41,
ASML,2022-01-01,59.585,
ASML,2023-01-01,75.685,
ASML,2024-01-01,50.625,
ASML,2025-01-01,52.84,
TMUS,2010-01-01,8.22,
TMUS,2011-01-01,9.2325,
TMUS,2012-01-01,-103.0325,
TMUS,2013-01-01,-76.7525,
TMUS,2014-01-01,0.5525,
TMUS,2015-01-01,2.81,
TMUS,2016-01-01,7.355,
TMUS,2017-01-01,13.2075,
TMUS,2018-01-01,18.825,
TMUS,2019-01-01,12.715,
TMUS,2020-01-01,7.9625,
TMUS,2021-01-01,5.0275,
TMUS,2022-01-01,3.115,
TMUS,2023-01-01,9.719999999999999,
TMUS,2024-01-01,15.7325,
TMUS,2025-01-01,19.39,
BABA,2014-01-01,41.105,
BABA,2015-01-01,28.950000000000003,
BABA,2016-01-01,18.9375,
BABA,2017-01-01,16.77,
BABA,2018-01-01,14.885,
BABA,2019-01-01,20.635,
BABA,2020-01-01,17.767500000000002,
BABA,2021-01-01,11.9525,
BABA,2022-01-01,3.6550000000000002,
BABA,2023-01-01,8.6375,
BABA,2024-01-01,8.16,
BABA,2025-01-01,12.1,
PM,2010-01-01,131.055,
PM,2011-01-01,221.10500000000002,
PM,2012-01-01,-301.7975,
PM,2013-01-01,-236.1375,
PM,2014-01-01,-107.8075,
PM,2015-01-01,-64.8275,
PM,2016-01-01,-59.595,
PM,2017-01-01,-64.92,
PM,2018-01-01,-66.01,
PM,2019-01-01,-75.76,
PM,2020-01-01,-75.4675,
PM,2021-01-01,-92.715,
PM,2022-01-01,-113.22749999999999,
PM,2023-01-01,-110.69500000000001,
PM,2024-01-01,-99.4375,
PM,2025-01-01,-88.91,
WFC,2010-01-01,7.5649999999999995,
WFC,2011-01-01,10.49,
WFC,2012-01-01,11.344999999999999,
WFC,2013-01-01,12.3375,
WFC,2014-01-01,12.35,
WFC,2015-01-01,11.4575,
WFC,2016-01-01,10.485,
WFC,2017-01-01,10.0,
WFC,2018-01-01,9.855,
WFC,2019-01-01,10.495000000000001,
WFC,2020-01-01,2.45,
WFC,2021-01-01,8.0125,
WFC,2022-01-01,8.8625,
WFC,2023-01-01,8.92,
WFC,2024-01-01,9.6725,
WFC,2025-01-01,10.525,
TM,2010-01-01,3.9974999999999996,
TM,2011-01-01,2.4425,
TM,2012-01-01,5.325,
TM,2013-01-01,9.5725,
TM,2014-01-01,12.49,
TM,2015-01-01,12.5875,
TM,2016-01-01,11.73,
TM,2017-01-01,10.7525,
TM,2018-01-01,12.2775,
TM,2019-01-01,10.1075,
TM,2020-01-01,7.8375,
TM,2021-01-01,11.9175,
TM,2022-01-01,9.6075,
TM,2023-01-01,11.435,
TM,2024-01-01,14.46,
IBM,2010-01-01,66.9425,
IBM,2011-01-01,68.63,
IBM,2012-01-01,77.7075,
IBM,2013-01-01,82.87,
IBM,2014-01-01,79.705,
IBM,2015-01-01,94.72500000000001,
IBM,2016-01-01,79.7225,
IBM,2017-01-01,55.1475,
IBM,2018-01-01,34.88,
IBM,2019-01-01,48.192499999999995,
IBM,2020-01-01,37.822500000000005,
IBM,2021-01-01,24.8625,
IBM,2022-01-01,17.3325,
IBM,2023-01-01,20.6825,
IBM,2024-01-01,30.8225,
IBM,2025-01-01,21.590000000000003,
CRM,2010-01-01,7.657500000000001,
CRM,2011-01-01,2.9225,
CRM,2012-01-01,-4.6575,
CRM,2013-01-01,-10.665,
CRM,2014-01-01,-9.8475,
CRM,2015-01-01,-4.03,
CRM,2016-01-01,1.565,
CRM,2017-01-01,3.3375000000000004,
CRM,2018-01-01,6.93,
CRM,2019-01-01,6.325,
CRM,2020-01-01,4.09,
CRM,2021-01-01,7.55,
CRM,2022-01-01,1.4625,
CRM,2023-01-01,2.0425,
CRM,2024-01-01,9.01,
CRM,2025-01-01,10.445,
ABT,2010-01-01,23.3625,
ABT,2011-01-01,19.752499999999998,
ABT,2012-01-01,22.1175,
ABT,2013-01-01,15.17,
ABT,2014-01-01,9.575,
ABT,2015-01-01,19.915,
ABT,2016-01-01,8.8475,
ABT,2017-01-01,4.9,
ABT,2018-01-01,3.735,
ABT,2019-01-01,9.98,
ABT,2020-01-01,11.6425,
ABT,2021-01-01,19.6975,
ABT,2022-01-01,21.735,
ABT,2023-01-01,14.7,
ABT,2024-01-01,18.9725,
ABT,2025-01-01,30.18,
AZN,2010-01-01,38.9375,
AZN,2011-01-01,39.395,
AZN,2012-01-01,32.16,
AZN,2013-01-01,19.1325,
AZN,2014-01-01,7.1325,
AZN,2015-01-01,9.5025,
AZN,2016-01-01,16.66,
AZN,2017-01-01,22.2575,
AZN,2018-01-01,16.8325,
AZN,2019-01-01,14.635000000000002,
AZN,2020-01-01,17.1225,
AZN,2021-01-01,15.1025,
AZN,2022-01-01,2.0275,
AZN,2023-01-01,15.4825,
AZN,2024-01-01,16.945,
AZN,2025-01-01,19.475,
MS,2010-01-01,5.1899999999999995,
MS,2011-01-01,3.3049999999999997,
MS,2012-01-01,0.94,
MS,2013-01-01,3.0475,
MS,2014-01-01,5.4725,
MS,2015-01-01,5.5875,
MS,2016-01-01,6.1,
MS,2017-01-01,7.914999999999999,
MS,2018-01-01,9.045,
MS,2019-01-01,9.774999999999999,
MS,2020-01-01,10.415,
MS,2021-01-01,13.295,
MS,2022-01-01,11.8975,
MS,2023-01-01,9.1475,
MS,2024-01-01,10.4025,
MS,2025-01-01,13.145,
NVS,2010-01-01,16.9225,
NVS,2011-01-01,14.5875,
NVS,2012-01-01,13.1225,
NVS,2013-01-01,13.4375,
NVS,2014-01-01,14.135,
NVS,2015-01-01,25.35,
NVS,2016-01-01,9.067499999999999,
NVS,2017-01-01,9.525,
NVS,2018-01-01,16.0975,
NVS,2019-01-01,19.65,
NVS,2020-01-01,16.189999999999998,
NVS,2021-01-01,22.807499999999997,
NVS,2022-01-01,30.7025,
NVS,2023-01-01,18.1325,
NVS,2024-01-01,35.6325,
NVS,2025-01-01,31.564999999999998,
UNH,2010-01-01,18.0675,
UNH,2011-01-01,18.5875,
UNH,2012-01-01,18.57,
UNH,2013-01-01,17.435000000000002,
UNH,2014-01-01,17.1175,
UNH,2015-01-01,18.362499999999997,
UNH,2016-01-01,18.29,
UNH,2017-01-01,20.365,
UNH,2018-01-01,23.77,
UNH,2019-01-01,23.9825,
UNH,2020-01-01,25.2925,
UNH,2021-01-01,22.845,
UNH,2022-01-01,24.7725,
UNH,2023-01-01,25.35,
UNH,2024-01-01,15.5175,
UNH,2025-01-01,21.895,
LIN,2010-01-01,22.8225,
LIN,2011-01-01,22.375,
LIN,2012-01-01,27.6075,
LIN,2013-01-01,26.3925,
LIN,2014-01-01,26.1425,
LIN,2015-01-01,27.1625,
LIN,2016-01-01,29.1425,
LIN,2017-01-01,24.93,
LIN,2018-01-01,21.2925,
LIN,2019-01-01,9.33,
LIN,2020-01-01,4.7475,
LIN,2021-01-01,7.1425,
LIN,2022-01-01,8.98,
LIN,2023-01-01,13.682500000000001,
LIN,2024-01-01,15.9125,
LIN,2025-01-01,16.735,
MCD,2010-01-01,35.2075,
MCD,2011-01-01,37.155,
MCD,2012-01-01,38.445,
MCD,2013-01-01,36.87,
MCD,2014-01-01,33.7775,
MCD,2015-01-01,39.0775,
MCD,2016-01-01,781.3874999999999,
MCD,2017-01-01,-262.845,
MCD,2018-01-01,-121.5625,
MCD,2019-01-01,-86.17750000000001,
MCD,2020-01-01,-58.447500000000005,
MCD,2021-01-01,-98.9375,
MCD,2022-01-01,-108.99000000000001,
MCD,2023-01-01,-142.2325,
MCD,2024-01-01,-173.8825,
MCD,2025-01-01,-229.685,
HSBC,2010-01-01,17.1,
HSBC,2011-01-01,11.3875,
HSBC,2012-01-01,8.2925,
HSBC,2013-01-01,9.075000000000001,
HSBC,2014-01-01,7.717499999999999,
HSBC,2015-01-01,9.0475,
HSBC,2016-01-01,3.565,
HSBC,2017-01-01,0.375,
HSBC,2018-01-01,4.535,
